model,polyrhythms,dynamics,chords7,modemix_chordprog,secondary_dominant
jukebox,1.0,0.9996641288712496,0.99584915044837,0.9979858992665671,0.9814220061527575
mg_large_h,0.9997558517077716,0.9725753687155044,0.9764345063822887,0.9919435825410934,0.7593090247477043
mg_med_h,0.9975585244066001,0.9533863053728322,0.975098257376381,0.9801939731017746,0.6468451423940832
mg_small_h,0.9935264715738173,0.955678382291618,0.9724433817779741,0.9936218368221983,0.7126005381404313
mg_audio,0.7141498062234187,0.47397303702565713,0.6703347140868159,0.8915719590793358,0.5258462903009001
baseline_mel,0.4781176157345903,0.5961798528404386,0.8379122632521118,0.9671029620427981,0.6248861247314628
baseline_mfcc,0.7224765027717373,0.8244172412672582,0.4953903608355372,0.8100016226522251,0.5770955917819207
baseline_chroma,0.3693687635520054,0.2870900657644741,0.9560795904279777,0.9973145275136979,0.8719841360700094
baseline_concat,0.7562433524437779,0.870556260254767,0.932094261359117,0.9879151014579767,0.771193773154062
